train_loss_step,epoch,step,val_loss,train_loss_epoch
1.12193763256073,0,49,,
0.9058027863502502,0,99,,
0.6402080655097961,0,149,,
0.44501549005508423,0,199,,
0.3008929193019867,0,249,,
0.2085106074810028,0,299,,
0.15143786370754242,0,349,,
0.11351144313812256,0,399,,
0.08994166553020477,0,449,,
0.07147031277418137,0,499,,
0.05991639941930771,0,549,,
0.04968053475022316,0,599,,
0.0406348779797554,0,649,,
0.03565472736954689,0,699,,
0.03260574862360954,0,749,,
0.029981860890984535,0,799,,
0.026282450184226036,0,849,,
0.023700198158621788,0,899,,
0.02277771569788456,0,949,,
0.0200070608407259,0,999,,
0.020105039700865746,0,1049,,
0.018332824110984802,0,1099,,
0.01702602207660675,0,1149,,
0.015496015548706055,0,1199,,
0.015917077660560608,0,1249,,
0.01576731912791729,0,1299,,
0.014026972465217113,0,1349,,
0.012920254841446877,0,1399,,
0.013819854706525803,0,1449,,
0.013190328143537045,0,1499,,
0.012179211713373661,0,1549,,
0.012638173997402191,0,1599,,
0.011266377754509449,0,1649,,
0.010970991104841232,0,1699,,
0.0113114258274436,0,1749,,
0.010294596664607525,0,1799,,
0.010717113502323627,0,1849,,
0.01004923228174448,0,1899,,
0.009936016984283924,0,1949,,
0.010065066628158092,0,1999,,
0.009140856564044952,0,2049,,
0.01034962385892868,0,2099,,
0.008016197010874748,0,2149,,
0.007047251332551241,0,2199,,
0.009414326399564743,0,2249,,
0.008479715324938297,0,2299,,
0.008773851208388805,0,2349,,
0.008109732531011105,0,2399,,
0.007473360281437635,0,2449,,
0.007653145585209131,0,2499,,
0.007369374390691519,0,2549,,
0.007855912670493126,0,2599,,
0.007068524602800608,0,2649,,
0.006245714612305164,0,2699,,
0.008233700878918171,0,2749,,
0.008215973153710365,0,2799,,
0.0063904584385454655,0,2849,,
0.0064366478472948074,0,2899,,
0.007512949872761965,0,2949,,
0.007136287167668343,0,2999,,
0.008053978905081749,0,3049,,
0.006435140501707792,0,3099,,
0.0072219413705170155,0,3149,,
0.005833296570926905,0,3199,,
0.0068163820542395115,0,3249,,
0.00589587539434433,0,3299,,
0.0068059093318879604,0,3349,,
0.006384077947586775,0,3399,,
0.005702876951545477,0,3449,,
0.00598309887573123,0,3499,,
0.006480695679783821,0,3549,,
0.0069348677061498165,0,3599,,
0.006668136455118656,0,3649,,
0.0063367197290062904,0,3699,,
0.006094424519687891,0,3749,,
0.005675715859979391,0,3799,,
0.0069162375293672085,0,3849,,
0.0057541681453585625,0,3899,,
0.006570633966475725,0,3949,,
0.006634479388594627,0,3999,,
0.005851025693118572,0,4049,,
0.0070644221268594265,0,4099,,
0.005760179366916418,0,4149,,
0.006230756174772978,0,4199,,
0.0058477818965911865,0,4249,,
0.006763080134987831,0,4299,,
0.006479669362306595,0,4349,,
0.006092906929552555,0,4399,,
0.0058633387088775635,0,4449,,
0.005655357148498297,0,4499,,
0.00642934488132596,0,4549,,
0.0065109701827168465,0,4599,,
0.006720452103763819,0,4649,,
0.005652380641549826,0,4699,,
0.005143431015312672,0,4749,,
0.004931729286909103,0,4799,,
0.006750623229891062,0,4849,,
0.006044343113899231,0,4899,,
0.0059683918952941895,0,4949,,
0.006178452167659998,0,4999,,
0.005548165179789066,0,5049,,
0.006280224304646254,0,5099,,
0.005122733302414417,0,5149,,
0.00560579402372241,0,5199,,
0.005098956171423197,0,5249,,
0.006067198701202869,0,5299,,
0.005973268300294876,0,5349,,
0.00591436168178916,0,5399,,
0.006466429680585861,0,5449,,
0.006517027970403433,0,5499,,
0.005271383561193943,0,5549,,
0.005698919761925936,0,5599,,
0.005237395875155926,0,5649,,
0.005642861593514681,0,5699,,
0.005829860456287861,0,5749,,
0.006110464688390493,0,5799,,
0.004998044576495886,0,5849,,
0.004439129028469324,0,5899,,
0.0055139269679784775,0,5949,,
0.005256814416497946,0,5999,,
0.006663741543889046,0,6049,,
0.005214299075305462,0,6099,,
0.005799281410872936,0,6149,,
0.005118552129715681,0,6199,,
0.00575554184615612,0,6249,,
0.0063644335605204105,0,6299,,
0.006260804831981659,0,6349,,
0.005259648431092501,0,6399,,
0.0060689402744174,0,6449,,
0.006140096113085747,0,6499,,
0.005666929297149181,0,6549,,
0.005611581262201071,0,6599,,
0.004921930842101574,0,6649,,
0.005529859568923712,0,6699,,
0.005371310282498598,0,6749,,
0.005530909635126591,0,6799,,
0.005570502020418644,0,6849,,
0.00542148482054472,0,6899,,
,0,6948,0.0055899168364703655,
,0,6948,,0.042945776134729385
0.005786833353340626,1,6949,,
0.005080008879303932,1,6999,,
0.005713180638849735,1,7049,,
0.005591020453721285,1,7099,,
0.004838727414608002,1,7149,,
0.005360830575227737,1,7199,,
0.0061264378018677235,1,7249,,
0.006027250550687313,1,7299,,
0.006242136936634779,1,7349,,
0.006073850207030773,1,7399,,
0.0062054721638560295,1,7449,,
0.0048834350891411304,1,7499,,
0.006040030624717474,1,7549,,
0.005494090262800455,1,7599,,
0.004913882818073034,1,7649,,
0.005835285875946283,1,7699,,
0.006452866364270449,1,7749,,
0.0056180283427238464,1,7799,,
0.004919838160276413,1,7849,,
0.006519844755530357,1,7899,,
0.004958492238074541,1,7949,,
0.00574082788079977,1,7999,,
0.005785529501736164,1,8049,,
0.005993630271404982,1,8099,,
0.005712089128792286,1,8149,,
0.00520149152725935,1,8199,,
0.005261819809675217,1,8249,,
0.0049798330292105675,1,8299,,
0.005846845917403698,1,8349,,
0.004631191957741976,1,8399,,
0.005190432537347078,1,8449,,
0.006800859235227108,1,8499,,
0.0055807665921747684,1,8549,,
0.0065228696912527084,1,8599,,
0.005567843560129404,1,8649,,
0.005537652410566807,1,8699,,
0.004878832492977381,1,8749,,
0.00508573604747653,1,8799,,
0.005987874697893858,1,8849,,
0.0056138597428798676,1,8899,,
0.0054755304008722305,1,8949,,
0.00604217080399394,1,8999,,
0.004721158184111118,1,9049,,
0.005184526089578867,1,9099,,
0.005764043424278498,1,9149,,
0.005235017742961645,1,9199,,
0.0056521049700677395,1,9249,,
0.005313120782375336,1,9299,,
0.005860229954123497,1,9349,,
0.006227740086615086,1,9399,,
0.007060275878757238,1,9449,,
0.0054127732291817665,1,9499,,
0.005079740658402443,1,9549,,
0.0060524530708789825,1,9599,,
0.004930752329528332,1,9649,,
0.006685239262878895,1,9699,,
0.004712609574198723,1,9749,,
0.004460801836103201,1,9799,,
0.006008639466017485,1,9849,,
0.004628400783985853,1,9899,,
0.0055891298688948154,1,9949,,
0.00535090547055006,1,9999,,
0.004280423279851675,1,10049,,
0.0056349169462919235,1,10099,,
0.005317091476172209,1,10149,,
0.0049535781145095825,1,10199,,
0.006033231504261494,1,10249,,
0.005944513715803623,1,10299,,
0.0036604895722121,1,10349,,
0.006381794810295105,1,10399,,
0.005964924581348896,1,10449,,
0.00498206028714776,1,10499,,
0.005474279168993235,1,10549,,
0.0050678616389632225,1,10599,,
0.006438323762267828,1,10649,,
0.003618665738031268,1,10699,,
0.004824506584554911,1,10749,,
0.0058096302673220634,1,10799,,
0.0048170676454901695,1,10849,,
0.006153171882033348,1,10899,,
0.005207777488976717,1,10949,,
0.00537739135324955,1,10999,,
0.0059564183466136456,1,11049,,
0.005899873562157154,1,11099,,
0.005541616585105658,1,11149,,
0.004125370178371668,1,11199,,
0.0058283936232328415,1,11249,,
0.00506104389205575,1,11299,,
0.005758598912507296,1,11349,,
0.004932422656565905,1,11399,,
0.005776282865554094,1,11449,,
0.005083340220153332,1,11499,,
0.005647101905196905,1,11549,,
0.004913446493446827,1,11599,,
0.0057446518912911415,1,11649,,
0.00519015034660697,1,11699,,
0.006041122134774923,1,11749,,
0.005021524149924517,1,11799,,
0.005661337170749903,1,11849,,
0.005959660280495882,1,11899,,
0.005010933615267277,1,11949,,
0.005755952559411526,1,11999,,
0.005741075612604618,1,12049,,
0.004609848838299513,1,12099,,
0.006035704165697098,1,12149,,
0.005124725867062807,1,12199,,
0.0054748160764575005,1,12249,,
0.005919726565480232,1,12299,,
0.005368602927774191,1,12349,,
0.005136844236403704,1,12399,,
0.005290828179568052,1,12449,,
0.004079136531800032,1,12499,,
0.0051660919561982155,1,12549,,
0.004802662879228592,1,12599,,
0.005934530403465033,1,12649,,
0.005014074966311455,1,12699,,
0.005152524448931217,1,12749,,
0.006859438959509134,1,12799,,
0.004505869932472706,1,12849,,
0.005474119447171688,1,12899,,
0.0059839878231287,1,12949,,
0.006509577855467796,1,12999,,
0.005444883368909359,1,13049,,
